@RELATION skeleton

@ATTRIBUTE x0 REAL
@ATTRIBUTE y0 REAL
@ATTRIBUTE z0 REAL
@ATTRIBUTE x1 REAL
@ATTRIBUTE y1 REAL
@ATTRIBUTE z1 REAL
@ATTRIBUTE x2 REAL
@ATTRIBUTE y2 REAL
@ATTRIBUTE z2 REAL
@ATTRIBUTE x5 REAL
@ATTRIBUTE y5 REAL
@ATTRIBUTE z5 REAL
@ATTRIBUTE x6 REAL
@ATTRIBUTE y6 REAL
@ATTRIBUTE z6 REAL
@ATTRIBUTE x8 REAL
@ATTRIBUTE y8 REAL
@ATTRIBUTE z8 REAL
@ATTRIBUTE x11 REAL
@ATTRIBUTE y11 REAL
@ATTRIBUTE z11 REAL
@ATTRIBUTE x12 REAL
@ATTRIBUTE y12 REAL
@ATTRIBUTE z12 REAL
@ATTRIBUTE x14 REAL
@ATTRIBUTE y14 REAL
@ATTRIBUTE z14 REAL
@ATTRIBUTE x16 REAL
@ATTRIBUTE y16 REAL
@ATTRIBUTE z16 REAL
@ATTRIBUTE x17 REAL
@ATTRIBUTE y17 REAL
@ATTRIBUTE z17 REAL
@ATTRIBUTE x19 REAL
@ATTRIBUTE y19 REAL
@ATTRIBUTE z19 REAL
@ATTRIBUTE x20 REAL
@ATTRIBUTE y20 REAL
@ATTRIBUTE z20 REAL
@ATTRIBUTE x21 REAL
@ATTRIBUTE y21 REAL
@ATTRIBUTE z21 REAL
@ATTRIBUTE x23 REAL
@ATTRIBUTE y23 REAL
@ATTRIBUTE z23 REAL
@ATTRIBUTE class {sitting, standing}

@DATA
286.07037,111.54123,2520.8962,281.7591,156.96306,2497905,278.19104,198.22955,2474.6738,244.21162,153.16495,2482887,220.90843,196.17654,2492.4531,223.56996,250.94847,2428.6277,318.85776,160.71579,2512.9233,329.66302,217.70784,2420.8125,319.5499,251.1995,2194.8223,253.17296,238.40439,2443037,221.8703,256.50928,2092.2737,238.76202,381.20496,2054308,295.7916,242.13914,2459.8481,319.9116,288.54767,2107.6345,316.87326,391.7748,2085.7249,sitting
286.7887,111.8599,2527.7847,282.80527,156.79886,2503.5803,279.49515,197.93188,2478743,245.31972,153.03523,2485.8447,221.35344,196.14824,2513.4753,218.48096,249.04448,2459.9436,319.76346,160.50955,2521316,330.01932,216.2502,2426.5195,318.96442,247209,2196.3555,254.75343,238.09271,2443.9802,221.12831,245.35226,2099.6326,234.44524,370.38428,2021.3911,297.31042,241.68787,2463831,317.6556,290.3667,2111.5032,315.59592,394.27335,2076.2979,sitting
286.0776,111.60921,2531.5076,282.65237,156.58804,2507.6245,279.69092,197.67848,2482.7732,245.20029,153.13206,2489.8447,221.00198,203.47108,2510.5232,226.42802,185.23163,2502.67,319.5771,159.99538,2525.4043,329.5872,218.18538,2446.6763,316.32513,238.10727,2206.5085,255.3263,237.96999,2447.9712,222.63654,241.02058,2099982,233.30988,366.48282,2011.1716,297.84073,241.2165,2467.8726,317.3155,291.92593,2118975,317.33856,388.65912,2055.4497,sitting
285.73392,110.96233,2525456,283.2851,156.44955,2506.4626,281.09238,197.7413,2485355,245.77592,153.49878,2485.2551,219.68698,210.00955,2511.2803,229.9056,161.79097,2513.7039,320.16483,159.35081,2527.6702,331.68735,213.03836,2455123,322.4346,235.9127,2216.7383,257.5709,238.4702,2452.3806,221.53523,244.32358,2113765,232.17015,374.4594,2028.3123,299.9492,240.99846,2476114,315.09924,296.0844,2133.6738,314.31863,378.82486,2058.6187,sitting
285.25415,112.20778,2493.9277,282.84018,159.21544,2489.5803,280.69876,201.19405,2479.3782,245.05356,156.53743,2469.56,219.85675,212.41054,2517.5374,230.1424,155.87897,2503.7336,320.02393,161.85072,2509.6003,331.66415,214.97958,2447914,323.0997,239.76453,2211.3733,257.27414,242.39807,2457.9724,220.71745,261.5426,2104.9277,232.98059,392.0125,2062.3145,299.61313,244.63089,2480.38,314.92804,296.49445,2129.6902,311.2109,381.90988,2055.0737,sitting
283.04498,113.36479,2451106,280.6856,161.17032,2461.6697,278.75168,203.88841,2464.0198,242.43082,158.81604,2441.1248,218.99094,218.8295,2478.1907,229.39772,159.3099,2474.4429,318.30713,163.48564,2482.2146,330.2807,217.53575,2433.6223,322.55206,252.26813,2217.4167,255.51375,245.61467,2454.8718,218.87311,276.98877,2084.3696,234.02954,393.20114,2095793,297.93143,247.42706,2477868,318.15414,292.34436,2117.6143,309.74634,394.41177,2066.5217,sitting
282.45972,116.222046,2416091,280.2969,164.56868,2438.3672,278.33432,207.72972,2449748,241.66335,162.30325,2417.2095,220.12996,221.91145,2463.8533,228.30261,161.27733,2453396,318.26578,166.79512,2459.5247,330.7004,218.57239,2408.6143,321.59958,254.56856,2194.4307,255.03328,249.65575,2449.2883,217.3719,282.28622,2067.1438,233.53781,393.79828,2093.7495,297.54205,251.31941,2472.9697,318.94507,292.25974,2106.1519,310.33215,398.02777,2061.9004,sitting
281.4456,118.262085,2383.8394,279.8555,167.02823,2418.3367,278.43826,210.46239,2438.8604,240.87482,165.3738,2396289,214.60559,224.2644,2438.0552,227.35379,164.41222,2452815,318.13184,168.65277,2440.3843,331.02298,222.80415,2373.6406,319.25958,260.66,2163.5488,255.66873,252.69931,2447046,218.27097,279.6325,2073.4949,233.63002,389.09973,2102.1462,298.20718,253.6392,2471.7224,318.0203,296.9641,2106.2537,310.8707,395.04553,2074.0823,sitting
280.73956,116.41553,2368.1272,279.38687,165.53925,2409.2744,278.14038,209.04651,2435.4873,240.25735,164.08546,2389.4395,214.68288,224.63777,2428.0193,227.15955,163.3585,2432897,317.87732,166.96928,2429.1094,330.59314,223.47032,2365.1565,318.2467,261522,2155.3682,255.55534,251.22383,2450.5986,217.93886,277.79846,2076.2244,233.63712,387.97958,2103.55,298.09366,252.02696,2472.8015,317.42447,291.27396,2101.5574,310.8356,393.7152,2070027,sitting
281.47592,116.28591,2348101,279.78833,165.84407,2396.6104,278.30942,209.4108,2429228,240.46771,164.22188,2378.7646,214.98083,222.64182,2439.9473,227.00354,160.64091,2421.2397,318.52774,167.44226,2414.4558,330.02267,224.77507,2359.4783,315.4796,261.62064,2148.0261,255.5074,251.2925,2451.8582,217.56836,279.67996,2067.1892,233.54135,389.28915,2100.2705,298.05936,252.34937,2471.8333,316.59338,291.30405,2099.05,311.4074,395.03253,2069.0437,sitting
282.45615,114.52787,2339.5967,280.46683,164.39386,2389355,278.96976,208.07822,2423.5098,241.03062,162.75865,2371.8262,216.58018,222.36021,2444.5203,227.62047,159.99013,2417.3313,319.32864,166.00526,2406.8838,329.66348,225.64104,2359.8306,315.20123,261.48996,2145.4282,256.11777,250.00694,2447.8545,218.46515,277.78876,2073.9229,233.90524,388.4185,2097443,298.74066,251.08554,2467.4744,316.2642,291.1693,2095.4878,312.46567,393.7708,2065197,sitting
282.43564,113.178535,2347688,280.9063,163.09738,2388.1,279.6318,206.98439,2416.7686,241.43802,161.6319,2368.9536,217.6498,219.42294,2435602,219.77547,204.18225,2311.9927,319.74677,164.53955,2407.2466,330.8985,225.18002,2357.1084,319.15323,262.2436,2143.3508,256.88394,249.42618,2434.7214,217.1434,277.25076,2073.4363,233.98573,389.73538,2092.7512,299.7028,250.25502,2456.1526,317.51224,298.29868,2096.8625,312.24927,391.94342,2071.8235,sitting
282.59244,112.00792,2350049,280.70016,162.01888,2388.3691,279.3263,205.95015,2415486,241.24522,160.43236,2370.4016,217.14944,222.06517,2440.7961,211.95103,227.25949,2255.7603,319.56592,163.5817,2406.3367,331.1279,224.40535,2357.8105,321.1425,261.91245,2144102,256.45422,248.39995,2432.5474,221.10025,294.29538,2089.6023,232.74973,389.37796,2096.4575,299.33508,249.4079,2452659,316.7813,300.74432,2099.5625,311.09457,391.69492,2076.6875,sitting
284.39566,109.9156,2355.5637,281.31894,159.81934,2386.6045,279.0012,203.84746,2408.6655,241.86282,157.3194,2366.5676,215.10849,225.58774,2446.9294,194.35709,250.29887,2217.8567,320.11804,162.27765,2406.6414,331.23328,222.79549,2359236,323.09863,260.64417,2145.5923,255.10553,246.1123,2419.5127,224.03464,310.60233,2105.7095,232.89613,390.79813,2093.7593,298.14694,248.03162,2441.9404,317.70673,307.48813,2109.7634,313.08038,388143,2086.7698,sitting
285.23026,110.00205,2353962,281.26144,159.82332,2383.0703,278.22977,203.88644,2404.1445,241.8167,156.68785,2367038,215.39381,219.83023,2471.2388,181.12297,250.1443,2242.2588,320179,162.91689,2399.1025,331.79874,221.72095,2357.1465,324.26425,260.19836,2145.0017,253.60298,245.78918,2416.2463,218.49014,289.37015,2074.7612,232482,389.72794,2098.5237,296.73895,248.56813,2434.1912,316.9664,314.95938,2121.1785,316.35223,389.62646,2091.2488,sitting
287.13666,110.0068,2365.2837,282.21774,159.34322,2386.6028,278.3976,203.33463,2401.5723,242.8687,155.42123,2366.4307,214.76492,212.81023,2490.7805,168.13118,240.72673,2276.0369,320.90717,163.19945,2406.7751,332.9742,222.72476,2347995,326.00046,262.2114,2137632,252.9193,245.03163,2405.2502,217.83641,283.73346,2060223,233.75581,388.5511,2098.6633,296.12848,248.51416,2427833,320.16925,315.99197,2121855,318.92252,391.08215,2102.7124,sitting
288.6965,110.95642,2379.1213,283.24503,159.94223,2393.2612,278.7641,203.7581,2403.6487,244.06859,155.33,2369.6194,212.16339,207.6143,2487.1777,163.75203,232.3993,2267365,321655,164.46422,2416.9028,332.25488,223.73776,2352.3315,326.05093,261.62115,2137176,252.63228,245.13008,2400.8052,218.03987,283.02142,2065.0862,233.8021,386.44202,2106.6963,295.77475,249.24121,2427.2673,318.8076,319.10925,2127.4634,319.2975,391.98657,2101.8323,sitting
291.29343,110.048386,2389329,284456,159.01773,2401219,279.00177,202.57707,2410.3193,245.52705,153.48314,2375.9368,206.57901,203.55884,2468.2783,166.45224,225.16403,2221.6895,322.57373,164.43698,2426.5015,332.79404,222.8536,2360395,325.08182,260.54602,2146.1904,252.00252,243.25949,2405.2695,218.25214,280.52063,2068.8567,233.97722,385.27338,2108509,294.92355,248.32834,2433.5696,316.9915,317.94647,2132.9314,319.04214,391.0447,2102.2603,sitting
293.9624,109.17895,2396.8828,285.59418,157.9854,2406.7656,278.99002,201.28151,2414.8096,246.92313,151.36247,2379.5134,201.20238,197.78365,2445.5642,172.51726,219.28865,2180.8308,323.3993,164.46002,2434018,332.28833,222.26767,2369315,324733,258.26266,2151.2407,250.95657,241.1736,2407.6016,216.1601,279.32315,2068129,233.29243,384.1424,2115542,293.63412,247.36769,2438.1052,315.05014,315.77054,2133.6377,317.4642,389.2906,2102.6243,sitting
294.7087,109.0969,2398.1335,285.70642,157.50894,2409.2275,278.47617,200.66003,2418.1885,247.1807,150.30814,2380.1626,198.19241,195.98465,2428.7769,177.49059,214.02388,2158.3057,323.31366,164.53807,2438.2922,331.97534,222.56369,2374821,324.5183,258.30283,2156.1736,249.9147,240.09386,2410.8826,216.66669,280.58258,2071142,231.86104,385361,2119.8486,292.39914,246.84589,2443.4165,315.01974,311.33514,2129.5588,316.90295,391.48248,2106083,sitting
295.89243,109.19478,2405.7285,285.7845,157104,2413.5964,277.58926,199.97676,2419349,247.56409,148.89581,2380816,196.03825,194.25327,2407.8203,184.59377,207.47263,2134.4717,322.98062,165.09222,2446.3772,331.77032,226.96277,2383.89,327.07208,254.91783,2148.9216,248.13956,238.75229,2406.7483,216.24445,280.2132,2063.8152,229.59406,385.8407,2113.1682,290.40634,246.48145,2443.4553,314.44397,305.87488,2118235,316.20157,391.88315,2102.4348,sitting
294.51385,110.56457,2423.5247,285536,157.99507,2421.4001,278.21964,200.82889,2420.9707,247.52148,150.19328,2380.9622,202.24762,193.49564,2368258,200.87653,199.20975,2088.6328,322.3017,165.54056,2461.8381,330.6967,227.7482,2404.3352,331.68143,249.86436,2159.0505,249.63733,240.15103,2397.9094,220071,281.9831,2063.1208,230.57513,387.13773,2116.9592,291.77008,247.13943,2443173,317.76437,304.64487,2114.39,319.86133,391.08994,2101959,sitting
293.3599,110.92458,2433.5103,285.2006,157.89291,2425.7944,278.4586,200.66988,2421.4507,247.3848,150.2778,2380.3042,207.10037,193.78146,2349.1887,208.75398,198.71933,2067.9905,321.6242,165.22765,2471.2844,330.01468,228.97667,2409.6936,331.8356,247.3892,2161.6855,250.4804,240.27058,2391.6426,220.26756,281.86273,2057.8342,229.88994,386.9315,2113.7534,292.46207,246.86118,2442.5715,317.79355,305.57544,2115696,319.31168,390.04807,2101.6677,sitting
290.9812,110.42088,2426743,284.37012,158.0098,2424.28,278.92648,201.04062,2422419,246.64769,151.42563,2371.8801,210.97931,198.48837,2318.1123,223.52492,198.4888,2055.2588,320.49637,164.31535,2476.6802,328.84558,229.06224,2424.4727,331.40332,243.26445,2175.7197,252.39687,241.53842,2391.2273,220.09592,283.20987,2057.1536,229.65045,387.83356,2119.1335,294.04742,246.67455,2449.8882,317.62872,303.5537,2116.6594,319.22092,389.88986,2102.1245,sitting
289.00897,111.21674,2420.1084,283.47845,158.54935,2423.0144,278.63702,201.72089,2424171,245.80492,152.5747,2367396,214.89737,201.57605,2309.0688,231.56964,198.52328,2055.3198,319.4613,164.25584,2478.6326,330.20813,227.91377,2430.2756,331.3196,237.62355,2179118,252.82751,242.66708,2394.2024,218.72076,283.8011,2062.0466,228.12444,388.17294,2124.5366,294.24142,246.98004,2456.4526,316.64636,302.55957,2119.0234,318.79514,391.37442,2108.6523,sitting
283.93582,110.83206,2407.8333,280.07556,159.0475,2418386,276.8484,202.49522,2425107,242.07051,154.79088,2363.2095,224.51631,211.13834,2299.7358,243.85965,201.55458,2057.1455,316.3851,163.11421,2473.5627,329.51248,221.75107,2437.5923,328.63736,224.1931,2180.2644,252.61653,244.47226,2400.9417,217.80238,283.95428,2065.61,227.55852,386.48166,2125.2324,294.13422,246.90244,2462714,318.53503,287.90503,2101.7517,318.4548,389.4098,2107207,sitting
280.43063,109.65566,2400.2576,278.31027,158.70567,2417.0967,276.6307,202.29172,2428.6125,240.02853,156.08649,2364.6526,237.3627,215.26086,2299.9094,249.40178,205.88196,2051096,314.9661,161.21361,2469541,326.7149,213.90953,2429.1516,326.3006,213.27246,2170017,253.91733,245.08498,2410.7856,220.08629,282291,2067.6719,228.76054,384.01007,2121.5774,295.5164,245.83871,2469.4712,321.04788,279.48517,2095818,318.36002,385.83536,2111.1821,sitting
276.75128,111.39396,2399845,276.60043,160.39406,2417.1946,276.50327,204.00487,2431.4973,238.08682,159.38797,2369.0774,231.4488,219.96622,2305.19,234.43365,216.91035,2050.0703,313.61063,161.36089,2465.3118,326.2605,203.65263,2400.2559,317.38214,202.7322,2144.7925,255.29092,247.51956,2418.8667,221.09602,284.44086,2066.9358,228.4162,386.03564,2121162,297.06354,246.7007,2472.7334,320.34146,280.08475,2087.8955,318.23285,388.29953,2107.7363,sitting
274.94968,111.2805,2397.7456,275.45038,160.3736,2416.5813,276.15625,204.00084,2432.2607,236.65259,160.23515,2376.4167,225.20755,225.97455,2331.7664,214.75322,227.3784,2077.0728,312.97958,160.50752,2456.7458,329.70078,197.48128,2361.5427,308.77737,191.14099,2122.8281,255.59329,247.7967,2425.4634,224.42935,309.63962,2108476,227.18857,386.87088,2120586,297.72598,246.35497,2470.4167,319.5826,279771,2078759,318.23865,388.71674,2103219,sitting
274.6157,111.597176,2398.5696,275208,160.61086,2416.2744,276.20215,202.94193,2432.2266,236.3174,160.68037,2379.5876,223.24611,227.14697,2347.3733,203.01552,231.42024,2097.1113,312.9353,160.54343,2452.9612,331.4256,196.11313,2352.8633,317.9211,188.13222,2211.35,256.14658,246.96469,2425.9614,225.63513,315.59488,2120.5964,226.88092,389.2889,2114.1746,298.52817,245.16087,2465.0427,318.41776,278.08887,2074.2893,317961,385.31256,2098654,sitting
274.32196,111.83563,2402.9583,275.08215,160.5241,2417.4912,276.0604,204.14,2431.2124,236.11446,160.6932,2386.1057,222.04791,226.5148,2374.1091,189.77742,229.44443,2136.4502,313.05103,160.35933,2448877,334.23886,196.89882,2440.4473,321.46432,188.05191,2243.8442,255.60176,247.98714,2427.3667,220.79352,300.99384,2094.5664,226.18384,390.9609,2117.8555,298.14786,246.55582,2462.5005,316.03784,281.24182,2073.9397,316.67,388.2314,2098622,sitting
275.40088,111.770454,2401.2761,274.98828,160.4977,2416.6274,274.84125,204.11626,2431447,235.97475,159.77615,2391355,219.65088,225.19836,2383.6736,180.80031,225.26428,2152269,313.19427,161.2043,2441.9,336.45004,195.85747,2457.2983,322.54913,185.08093,2239254,253.20705,247.31361,2432.11,216.80042,290.1653,2083304,225.21022,386.30887,2125.9485,295.93768,247.10025,2460423,312.42834,280.6376,2070.1497,314194,387.09717,2097991,sitting
277.27563,109.90015,2398.7253,274.94733,158.8761,2416068,273.29245,202.47475,2431518,236.04817,156.95958,2403024,210.8478,217.02443,2357.2644,168.30405,198.88214,2144.6895,313.4287,160.77206,2429.1123,341.60895,190.96953,2353.1694,314.54333,177.98772,2136.2498,250.19891,244.72536,2439.6655,215.66045,281.61917,2075.9219,225.90034,384.93668,2128333,292.99033,246.31554,2454.2705,312.6174,279.44217,2070.1152,315.66556,387.35226,2095.5754,sitting
278.5853,107.88963,2406.1313,275.3408,156.83865,2419163,272.7676,200.3433,2430.9207,236.64275,154.19913,2411.5852,207.40544,211.9526,2342155,178.3449,178.73189,2139.1375,313.79718,159.46167,2426.7407,340.60654,188.06374,2307689,308.83868,177.82169,2089.2126,248.79247,242.1189,2438.4377,214.7525,279.65976,2069.0989,225.28282,384.26425,2124.8044,291.57162,244.7349,2446919,313.72388,278.66916,2066806,316.1033,386.7144,2090.0361,sitting
280.62848,108.05593,2412.6067,276.3493,156.4942,2421.4788,272.8695,199.8968,2429629,237.82704,153.18613,2418.4058,203.4695,203.36333,2318.7876,203.79851,154.88861,2148.3816,314.77393,159.79387,2424.5515,335.12003,185.8801,2261204,297.87338,176.0046,2047.8462,248.01662,241.23328,2436.0603,215.61227,282.17966,2066.1077,227.71436,386.43512,2128.5342,290.77914,244.78262,2439498,316.46262,281.5755,2070.9192,317.28738,388.16714,2096.4768,sitting
282.60544,108.32479,2416.4607,277.47952,156.18317,2423.4624,272.95547,199.44307,2430.1157,239.08897,151.9889,2421.2073,204.2624,195606,2297.6978,229.50473,144.50514,2178.1611,315.7987,160.36961,2425.7173,328.24976,186.21416,2238.8054,286.93015,166.39288,2045.5259,247.09583,240.1783,2435.5073,215.15686,281.7426,2070.2058,228.04665,383.20853,2134.3125,289.79425,244.75282,2438031,316.63446,281.12994,2081.5032,316.9334,387.0849,2103.8923,sitting
284.40167,108.61747,2433.42,278.64542,155.94481,2429.6409,273.59634,198.95384,2429269,240.34737,151.33224,2425914,211.58147,190.39969,2272.9072,249.40985,139.39395,2198.5312,316.82617,160.54321,2433.3677,325.2317,183.3968,2230.7122,276.41873,157.09854,2067.2117,247.11333,239.46974,2426.8118,216.76636,281.43756,2062.7957,227.2111,385.40964,2121.0725,289.94135,244.47804,2430.9827,318.20694,279.9451,2068.2644,318.9154,387.8347,2097.1116,sitting
284.73584,108.77605,2440.4304,278.79984,155.89392,2432.4927,273.87207,198.82448,2429.4019,240.41338,151.15736,2421.96,208.4433,193.59134,2269.6677,250.95796,144.53525,2222.4443,316.85532,160.58965,2443.0256,324.3124,181.8378,2229.3672,272.5068,153.44974,2083.5344,247.39316,239.41924,2420.4114,216.59755,282.53735,2059.2812,226.64673,387.18008,2117.4197,290.3659,244.2977,2432.2107,318.38278,280.40378,2074.4414,318.8833,388.3141,2104365,sitting
284.98843,108.75541,2443.4224,279.30634,155.30518,2432.9055,274.49948,198.23584,2428987,240.84483,150.19704,2410166,211.82997,195.71138,2261.0537,259.69495,149.64516,2242228,317.0555,160.31873,2455.6453,322.6343,175.36313,2225.3435,265.6287,145.70773,2115.8262,248.10652,238.90115,2412334,216.43907,282.02988,2060272,226.8674,385.48853,2117.0564,291.02237,243.68422,2437.8032,316.82715,279.98572,2080.0938,318.3487,386.22684,2101.0747,sitting
285.77188,107.99726,2452418,280.29703,154.20387,2437.1523,275.60052,196.97217,2429465,241.90749,148.88545,2408.9282,219.73491,198.76698,2258.4268,267.94354,152.38196,2254.3076,317.80756,159.4005,2465.3762,322.47385,170.47762,2229.8408,263.89078,138.8355,2145.2288,249.30861,237.59604,2405.9875,217.4406,282.1062,2058.6016,227.44475,384.94797,2116.0476,292.16046,242.39662,2437.5684,314.66788,280.04633,2069.2805,317.92462,385.55045,2095526,sitting
285.39117,108.86379,2448.9172,280.12695,154.79602,2435.5408,275.52823,197.63905,2428.9917,241.72552,149.48103,2404.5781,224.88335,198.90704,2256269,273.81363,153.55318,2267.4934,317.56424,159.97755,2466.5034,322.7761,169.40991,2235.9229,263.11346,139.14189,2158382,249.35469,238.35924,2405.1167,217.28165,283.4357,2061.4307,227.21207,386.5391,2122.1538,292.14856,243.03482,2439.7683,313.68515,280.96548,2073.4128,317.41507,385.73914,2101.5354,sitting
284.8232,109.080444,2447.1738,279.99475,154.68507,2432.5679,275.70923,197.60358,2425.5652,241.54747,149.53735,2399.3782,231.1607,198.6535,2255.1243,281.84247,156.23714,2284235,317407,159.69421,2465.7576,322.9247,168.24841,2243.4666,262.4813,139.30418,2197035,249.82289,238.55688,2399.9897,217.47672,282.52518,2058.0205,227.63484,386752,2119882,292.64597,242.95058,2437.1353,314.69385,280.4034,2066.9695,318.79263,386.76172,2096.0308,sitting
283.8815,109.21881,2445.6035,279.55014,154.93689,2428.4634,275.8489,197.92915,2419.4077,241.0108,150.17032,2393605,236.3167,197.36543,2258041,292.5506,165.12592,2309.7139,316.99875,159.56856,2463322,324.17853,168.62898,2254.1133,262.67166,145.05399,2252.1763,250.46654,239.27809,2390844,217.41866,283.01328,2056.9502,227.76564,386.14084,2121.6655,293.42548,243.17928,2429.8599,315.09622,280.76642,2068716,318.08942,387.1857,2095.9814,sitting
284.2282,108.23645,2453.5146,280.02335,153.58243,2431.3599,276.38232,196.41849,2419.0586,241.68999,148.49712,2391.4343,236.66183,196.68108,2255.7104,294.14758,168.84152,2325.1348,317.11807,158.50345,2471.2856,323.37338,170.2267,2259.0688,262.44562,148.29187,2277232,251.10927,237.64406,2384.4028,217.7209,281.30682,2054577,228.76747,383.18997,2118.4343,293.9015,241.70311,2429.1118,314.37793,278.88345,2074.1934,317.8245,383.71585,2096326,sitting
284.95203,109.23008,2448.9353,280.47305,155.09055,2430068,276.64514,198.02768,2420.6797,242.46724,149.62192,2382.0981,234.16762,195.8109,2254697,293.46414,174.10101,2336.8228,317.0074,160.34744,2478038,322.0429,173.8387,2265.4995,261.95853,153.77539,2300016,251.42899,239.21004,2384.4163,217.52495,284.70108,2062002,227.98709,386.78024,2123.4307,293.67496,243.34222,2438.1663,313.08353,282.03207,2083.5303,317.44073,387.13617,2106.0964,sitting
285.89102,110.5907,2458292,281.13513,155.94942,2432.4634,277.14737,198.72398,2419.3057,243.05045,150.32263,2387.5872,232.1901,194.08275,2248.8123,292.90524,178.97343,2346.9363,317.84006,161.37233,2477.3396,323.10254,178.01631,2272.1523,262.56842,159.44672,2318.7822,251.67139,239.71732,2381.0479,217.43948,283.6321,2058.5386,227.70709,386.90808,2119.6458,294.11774,244.16898,2431248,313.70526,281.89243,2075802,318.48096,389.41507,2094.6936,sitting
286.77573,110.53288,2460.3486,281.84665,156.04927,2433.7021,277.76733,198.76321,2419559,243.86978,150.2082,2387.04,230.96927,191.53844,2245.2773,292.37543,180.69852,2348.9302,318.3946,161.67058,2480.3643,323.94254,180.54256,2272.5083,263.83115,159.9234,2317.93,252.23358,239.64369,2379.3093,217.25246,283.48004,2061.1577,228.02165,386.59702,2121.2112,294.58688,244.26501,2431.5227,313.44092,281.08325,2075.2004,318.74597,389.0218,2091.6462,sitting
288.19055,110.82399,2462394,283.25836,156.20734,2437.8545,279.03708,198.89044,2425357,245.49284,150.20163,2388.6025,229.58179,187.6463,2237.7676,291.3328,178.78098,2346489,319.5281,161.97519,2487.1067,322.11435,182.29393,2281.6245,263.61197,157.62015,2320.3447,253.50693,239.64128,2385.2925,216.41035,284.60394,2063223,227.63695,384.7803,2125.4863,295.55682,244.3365,2440.4263,311.67786,281.57693,2082.8442,317.30206,387.68393,2098.4558,sitting
289.4175,110.74461,2473.6519,284.7858,155.19548,2443.9868,280.42065,197.69112,2429.6958,247.33917,148.79053,2391473,230.85623,182.27974,2226093,291.66553,175.7283,2348623,320657,161.33098,2496501,327403,183.4709,2278.6135,269.95532,154.80869,2312932,254.88913,238.14975,2386013,217.75226,282266,2062136,229.44101,382.4366,2124452,296.6109,243.1684,2444.7964,313.91824,278.86774,2077.6487,318.18375,382.23953,2100.8018,sitting
289.86215,110417,2475.5322,285.5625,154.72821,2443.2878,281.18808,197.18109,2427.5857,248.43668,147.97467,2385.9207,233.46399,180.53189,2222418,292.67157,173488,2355.5398,320.98492,161.17189,2500655,327.24976,180.99379,2277.3088,271.21307,151.92967,2313.8684,255.79816,237.54918,2379765,217.79033,283.01028,2053.4387,228.80235,385.02274,2118.0967,297.16443,242.75496,2444.0022,315.30692,279.75232,2075148,319.38165,385.68387,2099.2244,sitting
289.26498,109.64634,2465.9102,285.38428,154.72804,2436143,281.55087,197.44562,2423.04,247.45364,149.19458,2391.1584,236.29109,178.82948,2235.1143,297.44348,171.10423,2347.7173,321.93945,160.06084,2481.1277,328.3466,179.35812,2271.6604,272.64902,149.66971,2312.7769,256.31638,238.43015,2384.7693,216.9832,283.82574,2057.1375,226.92436,386.62396,2119052,298.5937,242.77986,2435.1047,318.58533,280.6004,2072.6028,320.01993,388.9062,2101.1218,sitting
288443,109.170166,2466125,284.89536,154.30254,2435.8086,281.3295,197.0143,2421775,246.6678,149.44182,2400.2869,236.62642,179.64369,2248.2146,298.55258,170.40959,2347.0125,322024,159.02353,2471.3303,328.24023,177.34648,2266.2966,272.2105,149.30751,2318.7554,256.13104,238.2024,2387838,217.07927,282.77194,2063.6873,227.1255,385.6523,2124.1445,298959,242.21236,2427.6445,320.44153,279.66992,2071062,321145,387.37445,2097.3215,sitting
286.9357,107.43933,2458649,284.61353,152.83499,2430.1658,282.45233,195.82127,2419232,246.3386,150.45068,2417711,236.46228,184.81523,2265349,298.19296,169.85345,2346.0312,322.4981,155.19499,2442.6208,326.98312,173.82817,2254908,270.38153,150.55638,2328.9238,258.50684,238.0957,2401.2678,218.24129,282.63303,2078.2844,228.94203,383.70877,2137.1487,301.9095,240.29366,2415.3281,323.0287,279.15103,2065982,322.2741,386.22073,2092.0469,sitting
286.29358,106.99699,2468445,284.10736,151.78702,2436.7664,282.3525,194.56406,2422.8481,246.26039,150.59479,2439.7834,236.89694,186.74818,2276.4631,298.6969,169.57881,2342.8335,322.0482,152.9822,2433749,325.76645,172.80591,2248924,268.65775,152.65553,2331.9731,259.14774,237.10002,2410.6182,218.89946,281.06888,2079.0518,228.62408,383.99826,2135484,302.03708,238.57185,2407242,321.8916,279.30478,2067.6272,321.7837,386.90375,2095.1597,sitting
286.31622,110.28739,2446.3477,285.13602,156.54942,2442483,284303,199.43489,2434526,248.15353,156.93864,2465.4382,233.81271,187.96983,2301.5315,295.82983,170.40353,2353.6226,322.82025,156.15282,2419.5276,327.48386,170.68004,2227.8044,268.7815,155.66292,2320612,262.6564,242.36972,2439.3533,220.82153,282.8417,2086.7195,229.81021,386.71497,2134.8276,304.4931,242836,2413.7842,322.94254,283.3275,2077.2664,322.67584,389.28107,2106.6494,sitting
