"idUSer";"timestamp";"code";"idJoint0";"x0";"y0";"z0";"a0";"idJoint1";"x1";"y1";"z1";"a1";"idJoint2";"x2";"y2";"z2";"a2";"idJoint5";"x5";"y5";"z5";"a5";"idJoint6";"x6";"y6";"z6";"a6";"idJoint8";"x8";"y8";"z8";"a8";"idJoint11";"x11";"y11";"z11";"a11";"idJoint12";"x12";"y12";"z12";"a12";"idJoint14";"x14";"y14";"z14";"a14";"idJoint16";"x16";"y16";"z16";"a16";"idJoint17";"x17";"y17";"z17";"a17";"idJoint19";"x19";"y19";"z19";"a19";"idJoint20";"x20";"y20";"z20";"a20";"idJoint21";"x21";"y21";"z21";"a21";"idJoint23";"x23";"y23";"z23";"a23"
1;1342173216879;sitting;0;289.37012;116.885704;2208.5723;1.0;1;283.91693;168.40906;2182.9155;1.0;2;277.92334;219.61092;2147.018;1.0;5;243.23897;165.39389;2197.713;1.0;6;220.79337;236.78387;2241.3281;1.0;8;261.24945;236.80481;2050.4336;1.0;11;325.15012;171.46538;2168.118;1.0;12;334.5298;226.95052;2166.631;1.0;14;297.07877;171.0176;2023.0817;1.0;16;247.09015;270.29874;2119.7822;1.0;17;210.11797;336.3115;1772.9604;1.0;19;198.76497;468.08383;1608.9929;1.0;20;296.56473;274.82794;2102.4592;1.0;21;333.53757;301.74146;1753.6155;1.0;23;315.41534;422.18323;1759.5557;1.0
1;1342173216949;sitting;0;289.86615;116.70342;2217.2498;1.0;1;284.49698;167.28484;2187.1033;1.0;2;278.57004;218.22456;2148.672;1.0;5;243.84305;164.33572;2201.1938;1.0;6;223.02151;235.96928;2234.1445;1.0;8;264.1099;233.27028;2043.9408;1.0;11;325.67813;170.2722;2173.0127;1.0;12;334.97922;226.69215;2165.813;1.0;14;296.2898;172.22171;2013.6621;1.0;16;247.74892;268.8222;2118.4888;1.0;17;210.98581;339.92657;1783.1211;1.0;19;207.48718;471.6736;1653.5336;1.0;20;297.29913;273.2344;2101.9934;1.0;21;336.12473;297.56918;1761.7308;1.0;23;315.92978;415.8968;1792.0092;1.0
1;1342173217073;sitting;0;290.47263;116.7066;2192.9697;1.0;1;285.54034;169.11188;2175.287;1.0;2;279.8582;220.91733;2146.761;1.0;5;244.94298;166.38;2194.016;1.0;6;223.96095;235.20581;2244.6584;1.0;8;257.74524;209.20148;2058.5698;1.0;11;326.84286;171.8912;2156.5579;1.0;12;342.15808;230.72026;2182.1638;1.0;14;306.3404;174.30579;2034.1582;1.0;16;249.59656;271.92975;2129.1975;1.0;17;204.10936;312.28543;1782.1094;1.0;19;218.58934;445.7193;1775.4186;1.0;20;298.70358;276.3292;2107.2725;1.0;21;346.65805;292.68665;1766.9716;1.0;23;320.66162;424.3686;1787.5063;1.0
1;1342173217156;sitting;0;291.907;117.1199;2178.6846;1.0;1;286.8458;170.24907;2164.6716;1.0;2;281.00137;222.35121;2136.87;1.0;5;245.80278;167.03242;2179.0437;1.0;6;227.5397;229.92944;2239.4102;1.0;8;254.20903;200.02464;2045.2008;1.0;11;328.43744;173.50871;2150.2996;1.0;12;344.19135;234.91898;2197.7883;1.0;14;312.59875;173.1455;2073.5842;1.0;16;250.32246;273.46948;2117.483;1.0;17;200.56244;296.5679;1770.5858;1.0;19;222.47484;425.3097;1814.1631;1.0;20;299.88104;278.20334;2100.6543;1.0;21;353.61368;295.38556;1763.892;1.0;23;323.77075;428.0663;1799.0256;1.0
1;1342173217260;sitting;0;294.53674;116.26783;2175.3457;1.0;1;288.48273;169.01396;2161.548;1.0;2;281.6414;221.12102;2135.1265;1.0;5;247.31581;164.7799;2173.2468;1.0;6;228.92062;226.89008;2231.0833;1.0;8;252.37596;189.39297;2046.5579;1.0;11;330.0977;173.29408;2149.8496;1.0;12;346.00897;234.20024;2196.328;1.0;14;315.33667;177.33543;2045.569;1.0;16;249.91579;271.6459;2115.5535;1.0;17;198.1607;285.27444;1783.0764;1.0;19;225.60178;409.02844;1846.9707;1.0;20;299.5024;277.4406;2101.856;1.0;21;353.39655;302.46457;1772.3507;1.0;23;324.27054;425.8844;1819.884;1.0
1;1342173217350;sitting;0;295.83218;113.55592;2173.773;1.0;1;288.94415;166.16936;2159.6091;1.0;2;281.5295;218.23373;2133.4883;1.0;5;247.6082;161.20082;2167.3257;1.0;6;228.31886;225.13068;2224.7622;1.0;8;248.95537;181.20117;2047.9583;1.0;11;330.57657;171.17354;2151.8926;1.0;12;345.20288;231.41922;2183.0718;1.0;14;315.38608;191.18718;1983.6908;1.0;16;249.13333;268.3788;2111.884;1.0;17;196.96906;285.036;1786.9592;1.0;19;229.7902;407.1752;1863.4329;1.0;20;298.83533;274.81256;2102.8508;1.0;21;354.5565;302.23273;1770.611;1.0;23;326.7931;424.8892;1816.9944;1.0
1;1342173217444;sitting;0;296.74933;114.33606;2180.6392;1.0;1;289.40305;166.17488;2160.2058;1.0;2;281.79855;218.03122;2130.573;1.0;5;248.10814;161.17482;2168.5798;1.0;6;226.6387;224.15105;2202.1882;1.0;8;246.11604;178.63545;2020.9028;1.0;11;331.01938;171.21385;2151.8318;1.0;12;340.47568;231.16751;2176.2708;1.0;14;314.3612;205.53189;1954.9923;1.0;16;249.1244;268.09174;2105.8418;1.0;17;194.45021;296.18265;1783.7971;1.0;19;227.18468;415.96964;1867.1655;1.0;20;298.95093;274.62427;2096.0386;1.0;21;351.3281;298.2665;1760.319;1.0;23;328.80792;425.28262;1802.1648;1.0
1;1342173217558;sitting;0;297.6332;113.5866;2160.1401;1.0;1;289.4102;166.68172;2149.7942;1.0;2;281.32382;219.02567;2126.9668;1.0;5;247.81345;160.86426;2153.8604;1.0;6;225.82365;222.6564;2198.161;1.0;8;239.76884;203.03929;1965.6218;1.0;11;331.16458;172.52124;2145.7283;1.0;12;337.36227;232.58955;2169.393;1.0;14;308.58707;190.34444;1980.0537;1.0;16;248.18549;268.90414;2106.5193;1.0;17;194.46051;304.98605;1786.9908;1.0;19;224.51259;419.62158;1874.5369;1.0;20;297.99484;276.11475;2101.7593;1.0;21;349.25806;295.29294;1762.9473;1.0;23;334.21817;425.22266;1794.178;1.0
1;1342173217640;sitting;0;296.94543;116.54282;2144.7297;1.0;1;288.55;170.26564;2144.1372;1.0;2;280.3011;222.96642;2127.6748;1.0;5;246.78365;164.05476;2145.4521;1.0;6;228.81401;225.5593;2197.0457;1.0;8;239.59164;220.80432;1950.7933;1.0;11;330.36758;176.48415;2142.8223;1.0;12;339.0157;232.66402;2174.0903;1.0;14;310.481;180.0799;2013.4116;1.0;16;247.09013;272.75656;2111.9824;1.0;17;195.43979;302.06577;1784.5923;1.0;19;221.14024;420.8611;1864.4788;1.0;20;296.77512;280.22427;2110.4426;1.0;21;348.8676;301.85806;1775.7102;1.0;23;336.7882;430.53357;1790.5178;1.0
1;1342173217728;sitting;0;295.9907;119.38572;2130.8772;1.0;1;287.88492;173.78172;2139.9797;1.0;2;279.59683;226.75974;2130.0942;1.0;5;245.90688;167.2213;2136.4617;1.0;6;228.87254;229.44543;2199.0137;1.0;8;243.06892;228.35455;1955.1006;1.0;11;329.72516;180.32062;2143.4978;1.0;12;339.62277;233.69661;2183.5173;1.0;14;314.19153;180.73361;2016.2554;1.0;16;246.43027;276.4618;2118.1494;1.0;17;196.26407;297.0111;1778.6829;1.0;19;216.57428;420.8825;1846.9044;1.0;20;295.9845;283.99442;2122.268;1.0;21;349.63025;303.3984;1772.5017;1.0;23;337.34088;433.66418;1784.9536;1.0
